smiles,active_ID,ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
S(CC1[NH+]=C2C=CC=CC2=[NH+]1)[C@H]1N(C)C(=O)[C@@H]2[C@H](SC=3CCCCC2=3)N1,,C63619668,97.195648,0,0,0,0,0,0,0,0,0,0
Brc1ccc2NC(=O)[C@@]3([C@H](C(=O)Nc4c(OC)ccc(Cl)c4)C[C@H](CC(=O)N)[NH2+]3)c2c1,,C35877624,98.101959,0,0,0,0,0,0,0,0,0,0
O=C1N[C@]2(/C=C/c3sccc3)C(C)(C)c3ccccc3N2CC1,,C01044424,100,0,0,0,0,0,0,0,0,0,0
O=C(Oc1ccc2[C@H](c3c(OCC)cccc3)C(C#N)=C(N)Oc2c1)COc1ccc(OC)cc1,,C38650494,100,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)C=1[C@H](c2c(OC)cccc2)N2C(=O)/C(=C/c3c(C)[nH]c4ccccc34)/SC2=NC=1C,,C00665433,99.999237,0,0,0,0,0,0,0,0,0,0
Brc1ccc(S(=O)(=O)N2CC[NH+](CC(=O)NN=Cc3cc(Cl)ccc3)CC2)cc1,,C02284305,99.52018,0,0,0,0,0,0,0,0,0,0
O=C(N)Nc1ccc([C@@H](NC(=O)[C@@]23Sc4ccccc4N2C(=O)CC3)C)cc1,,C63805138,100,0,0,0,1,0,0,0,0,0,0
O=C(N[C@@H]1[C@@H](C)[C@@H](C)CCC1)Cn1ncc2COc3ccc(C)cc3-c12,,C06805878,99.380051,0,0,0,0,0,0,1,0,0,0
S(CC(=O)NNC(=O)CC12CC3CC(C1)CC(C2)C3)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1,,C22617164,100,0,0,0,0,0,0,0,0,0,0
Clc1sc(S(=O)(=O)N2[C@H](C(=O)N(CC[NH+](C)C)c3sc4ccc(C)c(C)c4n3)CCC2)cc1,,C36704493,97.647926,0,0,0,0,0,0,0,0,0,0
Brc1c(OC(=O)c2cc(NC(=O)C)c(F)cc2)cccc1,,C64693007,100,0,0,0,0,0,0,0,0,0,0
S([C@@H](C)CC)C=1NC(=O)C=2[C@@H](c3c(OC)cccc3)C=3C(=O)CC(C)(C)CC=3NC=2N=1,,C35450257,76.357964,0,0,0,0,0,0,0,0,0,0
Clc1c(C(=O)[O-])ccc(-n2c(C)c(/C=C\3/C(=O)N(c4c(F)cccc4)C(=S)NC/3=O)cc2C)c1,,C02158869,98.824989,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)C1CC[NH+]([C@H](c2n(Cc3ccccc3)nnn2)C=2C(=O)Nc3cc(C)c(C)cc3C=2)CC1,,C06194617,86.725761,0,0,0,0,0,0,0,0,0,0
Clc1c(CN(S(=O)(=O)c2c(C(OCC)=O)c(C)[nH]c2C)C2CC[NH+](C)CC2)cccc1,,C09301079,99.765656,0,0,0,0,0,0,0,0,0,0
O=C(NCC(C)C)Nc1c(N)n(Cc2ccccc2)nc1-c1ccccc1,,C34784971,97.582024,0,0,0,0,0,0,0,0,0,0
Clc1ccc2nc(CN3[C@@H](c4sccc4)c4ccsc4CC3)n(CCO)c2c1,,C23983477,47.288914,0,0,0,0,0,0,1,0,0,0
Ic1ccc(OC2=C(C)Oc3c(C[NH+](C)C)c(O)c(CC)cc3C2=O)cc1,,C12559408,54.044712,0,0,0,0,0,0,0,0,0,0
Clc1cc([C@H]2C(C(OC)=O)=C(C)N=C3SC=C(/C=C(\[O-])/N(C)[C@@H]4C[NH+](C)CC4)N23)ccc1,,C34923702,61.234406,0,0,0,0,0,0,0,0,0,0
Nc1c(NC2CCCCC2)ncnc1N1C[C@]2(C)CC(C)(C)C[C@H]1C2,,C40708459,48.232422,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)C=1[C@@H](c2cc(OCC)c(OC)cc2)N2C(=O)/C(=C\C=3C[NH+]=C4C=CC=CC=34)/SC2=NC=1C,,C38897751,96.433472,0,0,0,0,0,0,0,0,0,0
S(Cc1c(F)cccc1)c1nn2[C@H](c3c[nH]c4ccccc34)C(C(OCCCC)=O)=C(C)Nc2n1,,C54643335,82.524719,0,0,0,0,0,0,0,0,0,0
S(C)[P@@]1(=O)OC[C@@H]2[NH+](N1)C[C@@H]1C=C(c3c(O)cccc3)C(OCC)=C[C@@H]1C2,,C39468617,79.931358,0,0,0,0,0,0,0,0,0,0
Oc1c(c(C)cc2OC(=O)C=3CCCC=3c12)C1=NN[C@@H](c2ccc(OC)cc2)C1,,C12296398,33.80032,0,0,0,0,0,0,0,0,0,0
Fc1ccc(NC(=O)C[C@H]2N(C(=O)C3CC3)[C@H]3CCCC[C@H]3NC2=O)cc1,,C36000015,100,0,0,0,0,0,0,0,0,0,0
O=C(NC)CC[NH2+][C@@H]1C(=O)Nc2c(C)c(C)ccc12,,C44990545,94.236839,0,0,0,1,0,0,0,0,0,0
O=[N+]([O-])c1ccc(C(=O)N([C@H](C(=O)NC2CCCCC2)C2CCCCC2)C2CCCCC2)cc1,,C36492572,100,0,0,0,0,0,0,0,0,0,0
S(CC(=O)Nc1ccc(C(=O)C)cc1)C=1C(C#N)[C@@H](c2ccc3OCOc3c2)C=2C(=O)CCCC=2N=1,,C09370179,99.999626,0,0,0,0,0,0,0,0,0,0
Clc1c(C)cc(OCC(=O)N/N=C/c2c[nH]c3ccccc23)c(C(C)C)c1,,C00704115,99.997505,0,0,0,0,0,0,0,0,0,0
Clc1c(NC2=C(C(OC)=O)C(=O)/C(=C\c3c(O)cccc3)/S2)cccc1,,C36257357,79.111542,0,0,0,0,0,0,0,0,0,0
O=C(NCc1oc(C)cc1)[C@@H]1N=NC(c2cc(C)c(C)cc2)=C1,,C63570031,96.885277,0,0,0,0,0,1,1,0,0,0
Brc1ccc2N[C@H](N(c3cc(OCC)ccc3)C(=O)c2c1)c1c(Cl)ccc([N+](=O)[O-])c1,,C02747352,99.985039,0,0,0,0,0,0,0,0,0,0
Clc1cc(N2CCN([C@@H](c3ccc(C)cc3)C3=C(O)n4nc(-c5occc5)nc4S3)CC2)ccc1,,C22852400,76.524635,0,0,0,0,0,0,0,0,0,0
Fc1ccc(CNC=2C(=O)C=C3[C@@H]([NH2+]C)CCc4cc(OC)c(OC)c(OC)c4C3=CC=2)cc1,,C12658186,98.992004,0,0,0,0,0,0,0,0,0,0
O=C(NCc1[nH]c2ccccc2c1)[C@@H]1C2(CN(C(=O)[C@@H]3NN(C)C(C)=C3)C1)CC[NH2+]CC2,,C39671610,99.838577,0,0,0,0,0,0,0,0,0,0
O=C(NCc1ccc2OCOc2c1)NCC12CC3CC(C1)CC(C2)C3,,C31035463,100,0,0,0,0,0,0,0,0,0,0
Brc1c(C(=O)N/N=C/2\C(=O)N(C[NH+]3C[C@@]4(C)CC(C)(C)C[C@@H]3C4)c3ccccc\23)cccc1,,C13940455,54.34544,0,0,0,0,0,0,0,0,0,0
[NH2+](Cc1c(C)oc(-c2sccc2)n1)[C@H]1CCCc2n(-c3ncccc3)ncc12,,C20993619,98.258064,0,0,0,0,0,0,0,0,0,0
O=C(Oc1ccc2[C@@H](c3cc(OCCC(C)C)ccc3)C(C#N)=C(N)Oc2c1)COc1ccc(C)cc1,,C38684637,100,0,0,0,0,0,0,0,0,0,0
Oc1c([C@@H]2[C@@H](C(=O)CC(C)C)[C@H](c3cc(O)ccc3)c3cc4OCOc4cc3C2=O)cccc1,,C39484429,96.056786,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)C=1[C@H](c2cc(OC)c(OC)cc2)NC(=O)N(C)C=1CN1C[C@@H](C)N(C(=O)NC(C)(C)C)CC1,,C36006710,82.369263,0,0,0,0,0,0,0,0,0,0
Brc1c(O)c(/C=N/N2[C@H](c3cc(OC(C)C)ccc3)[NH+]=NC2=S)cc(Br)c1,,C38966302,59.376488,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc2OCC(=O)N(CC(=O)N[C@@H](c3sccc3)c3ccc(C(C)C)cc3)c2c1,,C24221190,100,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)(Oc1ccccc1)[C@H]1[NH2+]CCN([C@@H](CNOCC)c2ccc(CC(C)C)cc2)C1,,C39533583,69.168091,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)(c1oc(C(=O)NC[C@@H]([NH+](C)C)c2ccc(N(C)C)cc2)cc1)c1ccc(C)cc1,,C40322815,99.164261,0,0,0,0,0,0,0,0,0,0
S(CC1=C(C(OCC)=O)[C@@H](c2sccc2)NC(=O)N1)C=1N(CC)C(=O)c2ccccc2N=1,,C24968666,96.728981,0,0,0,0,0,0,0,0,0,0
O(C)c1c(OC)cc([C@H]2CC(=O)C=3[C@@H](c4ccc(C)cc4)Nc4ccccc4NC=3C2)cc1OC,,C01077681,99.998695,0,0,0,0,0,0,0,0,0,0
Clc1c(OCc2c(F)cccc2)c(OCC)cc(/C=C/2\C(=O)N=C3SC(C(C)C)=NN3C\2=[NH2+])c1,,C27533928,99.842255,0,0,0,0,0,0,0,0,0,0
Clc1c(OCC=2O[C@H](S[C@H](C)C(=O)C=3[C@@H](C)[NH+]=C4C=CC=CC=34)NN=2)cccc1,,C39782333,85.174271,0,0,0,0,0,0,0,0,0,0
O(CC=1N=C2SC=3CCCCC=3N2C(=O)C=1)C(=O)c1ccc2nc(N)sc2c1,,C09366555,99.583557,0,0,0,0,0,0,0,0,0,0
Clc1c([C@@H]2N(Cc3ccccc3)[C@H](S[C@@H](C)C=3NC(=O)c4ccccc4N=3)N=[NH+]2)cccc1,,C39431128,80.135498,0,0,0,0,0,0,0,0,0,0
S=C(Nc1c(C)cccc1C(C)C)N(Cc1oc(C)cc1)C1CC(C)(C)[NH2+]C(C)(C)C1,,C59094579,99.993645,0,0,0,0,0,0,0,0,0,0
O[C@H](COc1c(C)cccc1)C[NH+](Cc1occc1)CC=1NC(=O)c2c(CC)c(C(OC)=O)sc2N=1,,C36207300,88.144356,0,0,0,0,0,0,0,0,0,0
Clc1ccc(S(=O)(=O)N[C@@H]2[C@@H](Sc3ncccn3)c3cccc4cccc2c34)cc1,,C00921806,95.01136,0,0,0,0,0,0,0,0,0,0
O(CC)C(=O)c1c(NC(=O)C2c3ccccc3Oc3ccccc23)sc2C[NH+](C)CCc12,,C36629526,98.51825,0,0,0,0,0,0,0,0,0,0
O=C(Nc1c(C(=O)N)c2CCCCc2s1)CN1C(=O)c2c(-c3ccc(OCC)cc3)csc2N=C1,,C08920014,99.89798,0,0,0,1,0,0,0,0,0,0
O=C(NC[C@H]([NH+]1CCCCC1)c1ccc2N(C)CCCc2c1)C(=O)Nc1c(C)ccc(C)c1,,C09165253,99.754074,0,0,0,0,0,0,0,0,0,0
O=C1C(C[NH+](Cc2sccc2)[C@@H](CC)c2n(CCc3ccccc3)nnn2)=Cc2cc(C)c(C)cc2N1,,C13064731,86.596786,0,0,0,0,0,0,0,0,0,0
Fc1c(C[NH+](Cc2oc(C(O)(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)C(C)C)cccc1,,C35745141,90.233902,0,0,0,0,0,0,0,0,0,0
O=C(N(CC[NH+](C)C)c1sc2c(OC)ccc(OC)c2n1)c1ccc(C(=O)c2ccccc2)cc1,,C10066280,97.730392,0,0,0,0,0,0,0,0,0,0
Oc1c(C[NH+]2C[C@@H](C)C[C@H](C)C2)c2OC(=O)C(c3cc(OC)c(OC)cc3)=C(C)c2cc1,,C41583862,59.684402,0,0,0,0,0,0,0,0,0,0
S(CC(=O)N1CCc2ccccc12)c1n(-c2ccc([N+](=O)[O-])cc2)ccn1,,C02468319,83.897453,0,0,0,0,0,0,0,0,0,0
Clc1ccc(S[C@H](C)C(=O)NN2C(=O)C3(NC2=O)CCCCC3)cc1,,C06993212,99.691193,0,0,0,0,0,0,0,0,0,0
O=C([O-])[C@]1(c2ccccc2)[NH2+][C@@H](c2oc3ccccc3c2)[C@@H]2C(=O)N(Cc3ccccc3)C(=O)[C@@H]12,,C33708754,98.0774,0,0,0,0,0,0,0,0,0,0
O=C(NCC1(C)CCCC1)C(=O)N(C)c1cccc2ccccc12,,C66721941,100,0,0,0,0,0,0,0,0,0,0
O=C(OC(C)(C)C)N[C@@H](C(C)C)C(=O)NCC1CCC(C(=O)N[C@@H](C)C(=O)[O-])CC1,,C04084462,99.740631,0,0,0,1,0,0,0,0,0,0
S(=O)(=O)(N1C[C@@H](C(=O)Nc2scc(C[NH+]3CCC(C)CC3)n2)CCC1)c1sc(C)cc1,,C21135514,99.792389,0,0,0,0,0,0,0,0,0,0
O=C(NC[C@@H](CC)CCCC)CN1C(=O)[C@]2([C@@H](C)CCCC2)NC1=O,,C07473849,99.999779,0,0,0,1,0,0,0,0,0,0
FC(F)(F)Oc1c(C[NH+](C)[C@@H](C)C(=O)NC=2C(=O)N(N(C)C=2C)c2ccccc2)cccc1,,C25533886,68.624603,0,0,0,0,0,0,1,0,0,0
O=C(Nc1c(C(=O)NCC=C)c2CCCCc2s1)c1noc(-c2ccc3OCCOc3c2)c1,,C27989848,100,0,0,0,0,0,0,1,0,0,0
Clc1cc(N2CC[NH+]([C@H](c3n(C(C)(C)C)nnn3)C=3C(=O)Nc4c(C)cc(C)cc4C=3)CC2)c(C)cc1,,C06280597,96.675415,0,0,0,0,0,0,0,0,0,0
O=C1N(C(C)(C)C)C(=O)C=C(Nc2c(C)c(C)ccc2)N1,,C44020436,99.996506,0,0,0,1,0,0,0,0,0,0
Clc1ccc2[nH]cc(CCN3[C@](O)(C)[C@](C)(CC)OC3=O)c2c1,,C04727294,100,0,0,0,0,0,0,0,0,0,0
S(CCCC)c1nc(N2CC[NH+](CC(=O)N(CC)CC)CC2)c2c(sc3COC(C)(C)Cc23)n1,,C34750046,83.859131,0,0,0,0,0,0,0,0,0,0
O=C([C@H](C)CC)N1C[C@@H](C(=O)NCC2(N3CCOCC3)CCCCC2)C2(C1)CC[NH2+]CC2,,C39672848,95.738754,0,0,0,0,0,0,0,0,0,0
Oc1c(N2CCN(CC(=O)NC[C@@H](c3ccc(OC)cc3)C=3C[NH+]=C4C=CC=CC=34)CC2)cccc1,,C63831599,71.136726,0,0,0,0,0,0,0,0,0,0
O=C(N[C@H]1[C@@H](CC)CCCC1)c1c(N)c(C(C)C)[nH]n1,,C50321428,98.042145,0,0,0,0,0,0,0,0,0,0
O=C(NC[C@@H]([NH+]1CCCCC1)c1ccc(C)cc1)c1cc(N2S(=O)(=O)CCC2=O)ccc1,,C11998213,99.642654,0,0,0,0,0,0,0,0,0,0
O(C)c1c(OC)cccc1[C@H]1Nc2c(C)cc(C)cc2-c2n1nc(C)c2,,C00818049,99.925232,0,0,0,0,0,0,0,0,0,0
Clc1c(NC=2NC(=O)N(CC(C)C)C(=O)C=2)cc(Cl)cc1,,C44021847,99.996025,0,0,0,0,0,0,0,0,0,0
Brc1ccc2oc([C@@]([NH3+])(C)C(OC)=O)cc2c1,,C37514693,99.635353,0,0,0,0,0,0,0,0,0,0
O=C(NC[C@H]([NH+](C)C)c1ccc(OC)cc1)N1C[C@H](C)O[C@H](c2ccccc2)C1,,C67589760,98.792503,0,0,0,0,0,0,0,0,0,0
S(CC(=O)N[C@@H]1[C@@H](C)CCCC1)c1c(C(OC)=O)c(C)nc(C2CC2)n1,,C32752964,99.882347,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N(CC)CC)c1cc(NC(=O)C[NH+]2[C@H](c3sccc3)c3ccsc3CC2)ccc1,,C29195206,83.627876,0,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N)NC[C@@H]1C[NH+]([C@@H]2C(=O)N(c3cc([N+](=O)[O-])ccc3)CC2)CCC1,,C67379506,63.153492,0,0,0,1,0,0,0,0,0,0
BrC=1/C(=C\NNc2sc3ccccc3n2)/C=C(OC)C(=O)C=1,,C04679999,51.733181,0,1,0,1,0,0,1,0,0,0
O(CC(=O)N1C(C)(C)C(=O)Nc2ccccc12)C(=O)C12CC3(NC(=O)C)C[C@@H](C1)C[C@H](C3)C2,,C21120144,99.998779,0,0,0,0,0,0,0,0,0,0
Brc1ccc(COc2ccc(/C=C(/C(=O)Nc3ccc(OCC)cc3)\C#N)cc2)cc1,,C59297078,100,0,0,0,0,0,0,0,0,0,0
S(C)c1cc(NC(=O)N2[C@H](c3ccccc3)c3n(ccc3)-c3sc4C[NH+](C)CCc4c3C2)ccc1,,C35427386,99.04808,0,0,0,0,0,0,0,0,0,0
O=C(NC1CCC(C)CC1)[C@]1(C)N(CC[NH+]2CCCCCC2)C(=O)c2n(C1)c1cc(CC)sc1c2,,C15673341,99.763603,0,0,0,0,0,0,0,0,0,0
Clc1c(Cl)ccc(CN2C(NCCC=3C[NH+]=C4C=CC=CC=34)=N[C@H]3N(C)C(=O)N(C)C(=O)[C@@H]23)c1,,C63437819,84.067223,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc2N(CC)C(=O)COc2c1)C(c1ccccc1)c1ccccc1,,C12167304,100,0,0,0,0,0,0,0,0,0,0
FC(F)(F)[C@H]1n2ncc(C(=O)N3CC[NH+](C45CC6CC(C4)CC(C5)C6)CC3)c2N[C@H](c2ccc(F)cc2)C1,,C15319046,98.241982,0,0,0,0,0,0,0,0,0,0
Clc1c(O[C@@H](C)CNC(=O)[C@@H]2C3(CN(C(=O)[C@H](Oc4ccccc4)C)C2)CC[NH2+]CC3)cccc1,,C39666467,99.841843,0,0,0,0,0,0,0,0,0,0
O=C1N(CCc2ccccc2)C(N2CC[NH+](Cc3c(C)cc(C)cc3)CC2)=Nc2sc(C)c(CC)c12,,C34749171,56.16296,0,0,0,0,0,0,0,0,0,0
S([C@@H](C)C(=O)NC(=O)NC12CC3CC(C1)CC(C2)C3)c1oc(-c2ccc(N(CC)CC)cc2)nn1,,C22025636,99.992966,0,0,0,0,0,0,0,0,0,0
Clc1ccc(C(=O)CS[C@@H]2O[C@@H]([C@@H](NC(=O)OC(C)(C)C)CC=3C[NH+]=C4C=CC=CC=34)N=N2)cc1,,C63458467,85.382019,0,0,0,0,0,0,0,0,0,0
O=C(NCc1cc(CN2C(=O)CCC2)ccc1)N1C[C@H](OCCC)CCC1,,C67530926,100,0,0,0,1,0,0,0,0,0,0
O/N=C(\N)/[C@H](C)C(=O)N[C@H]1[C@@H](CC)CCCC1,,C44875103,97.21064,0,0,0,0,0,0,0,0,0,0
S(C)CC[C@H](NC(=O)[C@H]1[NH2+]Cc2ccccc2C1)C(=O)Nc1ccc(OC)cc1,,C05307652,68.581909,0,0,0,1,0,0,0,0,0,0
S(=O)(=O)(N1[C@@H](C(=O)Nc2c(C(OCC)=O)c3CC[NH+](CCC)Cc3s2)CCC1)c1sccc1,,C09505388,99.377632,0,0,0,0,0,0,0,0,0,0
Brc1ccc2N(C[NH+]3CCCCCC3)C(=O)/C(=N\c3c(C#N)c4CCCCc4s3)/c2c1,,C03196064,55.954613,0,0,0,0,0,0,0,0,0,0
Fc1c(C)c(NC(=O)NC[C@@H]2[C@H](C)C2)cc(C(=O)N)c1,,C49263250,100,0,0,0,1,0,0,0,0,1,0
Clc1cc(N([C@@H](C(=O)NC2CCCCC2)c2ccc([N+](=O)[O-])cc2)C(=O)c2c(O)cccc2)ccc1,,C36483285,61.105427,0,0,0,0,0,0,0,0,0,0
Brc1cc([C@@H]2Nc3ccc(C(=O)[O-])cc3[C@@H]3[C@@H](Cl)[C@@H](Sc4c([N+](=O)[O-])cccc4)C[C@H]23)ccc1,,C01857357,96.865837,0,0,0,0,0,0,0,0,0,0
Brc1cc(C[NH2+]CCSc2n(-c3ccccc3)nnn2)c(OCc2c(C)cccc2)cc1,,C40739402,96.563896,0,0,0,0,0,0,1,0,0,0
ClCCCC(=O)Oc1c(-c2c(NCc3ccccc3)n3C=CC(C)=Cc3[nH+]2)cccc1,,C33581098,93.527664,0,0,0,0,0,0,0,0,0,0
Oc1c(C(C)(C)C)cc(/C=C\2/C(=O)n3nc(-c4ccc(OCC=C)cc4)nc3S/2)cc1C(C)(C)C,,C16736468,81.962517,0,0,0,0,0,0,0,0,0,0
O=C(NC[C@H](c1ccc(OC)cc1)c1c[nH]c2ccccc12)C[NH+]1[C@@H](c2n(C)ccc2)CCC1,,C12946089,59.721703,0,0,0,0,0,0,0,0,0,0
O=C(COc1cccc2C(C)=CC(=O)Oc12)N1C[C@@H](C(=O)NCC[NH+](C(C)C)C(C)C)C2(C1)CC[NH2+]CC2,,C39634864,99.811447,0,0,0,0,0,0,0,0,0,0
O=C(N[C@H](C)Cc1c(OC)cccc1)[C@@H]1C2(CN(C(=O)c3cc(OC)cc(OC)c3)C1)CC[NH2+]CC2,,C39686401,99.845276,0,0,0,0,0,0,0,0,0,0
